Mesures enregistrées le 18/03/24 à 11:05

 Données n°1 ------------------------------------------

Nuage de points : Plan

X        ;        Y        ;        Z
0.4136675594918869        ;        0.058967477731145        ;        0.13045372235577057
0.3972491454652397        ;        0.068356377049465        ;        0.13055749155464638
0.38221557089428354        ;        0.055260911321989        ;        0.13048752767871077
0.3853847985378301        ;        0.083641196611491        ;        0.13031252483688846
0.37622226002878795        ;        0.094802822498633        ;        0.1297443767105013
0.371783522017145        ;        0.074765964803484        ;        0.13023160042385334
0.35514219823416765        ;        0.067515614253874        ;        0.12979685543695074
0.3616232676558047        ;        0.056971597056931        ;        0.12936621380426588
0.33831916354552966        ;        0.065716514421175        ;        0.1288272217350423
0.3295191607434936        ;        0.084058311010174        ;        0.12963044579814073
0.31475003968847515        ;        0.088708438089585        ;        0.12961103694162557
0.33832752568793933        ;        0.099744527518984        ;        0.13059525745958775
0.3549415481733865        ;        0.10603250923846        ;        0.13006939100497758
0.3428916213470961        ;        0.11937354530264        ;        0.13001156701934186
0.3207501970568293        ;        0.10642727936649        ;        0.13003576349499243
0.303515770563844        ;        0.11388987631571        ;        0.13014762822729264
0.32669155757482793        ;        0.12249698473455        ;        0.13071120730579877
0.3000254382726638        ;        0.13660832828764        ;        0.12978093022474596
0.33136040959692337        ;        0.13932080775647        ;        0.1309584233873988
0.3136829527668969        ;        0.13741768376095        ;        0.12978536585903497
0.3037344029815652        ;        0.16571534147934        ;        0.1297408206702597
0.31899859664877606        ;        0.15183519224196        ;        0.1305926875323252
0.33524115780859687        ;        0.15809980628786        ;        0.13075980875812757
0.3417384819707165        ;        0.1807071561524        ;        0.13176624846782353
0.3713228192249509        ;        0.21393940816505        ;        0.13290073338462988

 Données n°2 ------------------------------------------

Nuage de points : mesure cercle1

X        ;        Y        ;        Z
0.3623922153335796        ;        0.154        ;        0.24
0.3619914323636571        ;        0.14        ;        0.24
0.3671629398646022        ;        0.128        ;        0.24
0.37716293986460214        ;        0.11682155196842        ;        0.24
0.38916293986460215        ;        0.11138789415266        ;        0.24
0.40316293986460217        ;        0.10920326258926        ;        0.24
0.4151629398646022        ;        0.1132233554139        ;        0.24
0.42853476509302696        ;        0.1212233554139        ;        0.24
0.4356262014250361        ;        0.1332233554139        ;        0.24
0.4389865359801125        ;        0.14722334765478        ;        0.24
0.4361839545802779        ;        0.16122334746008        ;        0.24
0.4201839545802779        ;        0.18076827545842        ;        0.24
0.4021839545802779        ;        0.18692064159416        ;        0.24
0.3821839545802779        ;        0.18179728556848        ;        0.24
0.36818395458027786        ;        0.17102260892795        ;        0.24


 Données n°3 ------------------------------------------

Nuage de points : mesure cercle2

X        ;        Y        ;        Z
0.36818395458027786        ;        0.17081156405867        ;        0.21999999999999997
0.3612844869297022        ;        0.15281156405867        ;        0.21999999999999997
0.36564985451764315        ;        0.13081156405867        ;        0.21999999999999997
0.3776498545176432        ;        0.11677092593703        ;        0.21999999999999997
0.39564985451764323        ;        0.10949949461631        ;        0.21999999999999997
0.41364985451773384        ;        0.11204776904101        ;        0.21999999999999997
0.4276498545177362        ;        0.12034690629311        ;        0.21999999999999997
0.43662569172139276        ;        0.13434690629311        ;        0.21999999999999997
0.43879399628721294        ;        0.15234690629311        ;        0.21999999999999997
0.42850883832166864        ;        0.17434690629311        ;        0.21999999999999997
0.3825088383216686        ;        0.18284791681214        ;        0.21999999999999997
0.42050883832166863        ;        0.18218723487698        ;        0.21999999999999997


 Données n°4 ------------------------------------------

Nuage de points : mesure cercle3

X        ;        Y        ;        Z
0.42050883832166863        ;        0.18193441414154        ;        0.20199999999999996
0.43250883832166864        ;        0.17130555915893        ;        0.20199999999999996
0.4377020079952054        ;        0.1574412499735        ;        0.20199999999999996
0.4377415550783729        ;        0.1374412499735        ;        0.20199999999999996
0.42789163822367515        ;        0.1214412499735        ;        0.20199999999999996
0.41189163822367514        ;        0.111741054985        ;        0.20199999999999996
0.3938916382236751        ;        0.11051015489867        ;        0.20199999999999996
0.3778916382236751        ;        0.11725449761745        ;        0.20199999999999996
0.3660674440561638        ;        0.12925449761745        ;        0.20199999999999996
0.36091248861239084        ;        0.14525449761745        ;        0.20199999999999996
0.3632645706673736        ;        0.16125449761745        ;        0.20199999999999996
0.3713508216655959        ;        0.17525449761745        ;        0.20199999999999996
0.38335082166559586        ;        0.18361643246798        ;        0.20199999999999996


 Données n°5 ------------------------------------------

Nuage de points : mesure cercle4

X        ;        Y        ;        Z
0.38335082166559586        ;        0.18452880122957        ;        0.18399999999999994
0.37335082166559586        ;        0.17723324487433        ;        0.18399999999999994
0.36274339790045435        ;        0.16123324487433        ;        0.18399999999999994
0.36138942543418456        ;        0.14523324487433        ;        0.18399999999999994
0.3659847293423703        ;        0.12923324487433        ;        0.18399999999999994
0.37798472934237026        ;        0.11671702017017        ;        0.18399999999999994
0.3939847293423703        ;        0.11034778852847        ;        0.18399999999999994
0.4119847293423703        ;        0.11221235428142        ;        0.18399999999999994
0.4260163003793788        ;        0.12021235428142        ;        0.18399999999999994
0.4371422742253711        ;        0.13821235428142        ;        0.18399999999999994
0.4377843663977026        ;        0.15821235428142        ;        0.18399999999999994
0.43072830938087353        ;        0.17221235428142        ;        0.18399999999999994
0.4167283093808736        ;        0.18410139057276        ;        0.18399999999999994


 Données n°6 ------------------------------------------

Nuage de points : mesure cercle5

X        ;        Y        ;        Z
0.4167283093808736        ;        0.18501020343765        ;        0.16599999999999993
0.4307283093808736        ;        0.17210184634083        ;        0.16599999999999993
0.4382256744157345        ;        0.15610184634083        ;        0.16599999999999993
0.4379046611086082        ;        0.13810184634083        ;        0.16599999999999993
0.4252057329951395        ;        0.12010184634083        ;        0.16599999999999993
0.40920573299509144        ;        0.11178157359        ;        0.16599999999999993
0.3912057329950903        ;        0.11086705093922        ;        0.16599999999999993
0.3772057329950903        ;        0.1182459197236        ;        0.16599999999999993
0.3649642964013663        ;        0.1302459197236        ;        0.16599999999999993
0.3618677496823897        ;        0.1482459197236        ;        0.16599999999999993
0.36421421945490956        ;        0.1642459197236        ;        0.16599999999999993
0.3742142194549095        ;        0.17840064740582        ;        0.16599999999999993
0.3842142194549095        ;        0.18467370705638        ;        0.16599999999999993


 Données n°7 ------------------------------------------

Nuage de points : mesure cercle6

X        ;        Y        ;        Z
0.3842142194549095        ;        0.1847118238877        ;        0.1459999999999999
0.37242509598146484        ;        0.1767118238877        ;        0.1459999999999999
0.36316977464491823        ;        0.1627118238877        ;        0.1459999999999999
0.3601705026405025        ;        0.1487118238877        ;        0.1459999999999999
0.36587041546541854        ;        0.1307118238877        ;        0.1459999999999999
0.3758704155249416        ;        0.11882120663741        ;        0.1459999999999999
0.39187041552643176        ;        0.11189142696294        ;        0.1459999999999999
0.4098704155264318        ;        0.11234017248382        ;        0.1459999999999999
0.4238704155264318        ;        0.11857580576102        ;        0.1459999999999999
0.4352831812006873        ;        0.13257580576102        ;        0.1459999999999999
0.43825282776646973        ;        0.14657580576102        ;        0.1459999999999999
0.43675986392040106        ;        0.16257580576102        ;        0.1459999999999999
0.43061313783750316        ;        0.17457580576102        ;        0.1459999999999999
0.4206131378375032        ;        0.18251287468438        ;        0.1459999999999999
0.4146131378375032        ;        0.18492996751798        ;        0.1459999999999999
